Date,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,year,month,day,dayYear,week_num,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,PromoInterval
2013-12-01,680,6,2013-12-01,5839,930,1,0,0,0,2013,1,12,12,1,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-12-01,1064,6,2013-12-01,7400,882,1,0,0,0,2013,1,12,12,1,a,c,420,,,
2013-01-13,39,7,2013-01-13,0,0,0,0,0,0,2013,1,13,13,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-13,680,7,2013-01-13,0,0,0,0,0,0,2013,1,13,13,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-13,1064,7,2013-01-13,0,0,0,0,0,0,2013,1,13,13,2,a,c,420,,,
2013-01-14,39,1,2013-01-14,2939,458,1,0,0,0,2013,1,14,14,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-14,680,1,2013-01-14,3640,677,1,0,0,0,2013,1,14,14,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-14,1064,1,2013-01-14,6225,823,1,0,0,0,2013,1,14,14,2,a,c,420,,,
2013-01-15,39,2,2013-01-15,2591,443,1,0,0,0,2013,1,15,15,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-15,680,2,2013-01-15,3643,674,1,0,0,0,2013,1,15,15,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-15,1064,2,2013-01-15,6067,775,1,0,0,0,2013,1,15,15,2,a,c,420,,,
2013-01-16,39,3,2013-01-16,2850,491,1,0,0,0,2013,1,16,16,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-16,680,3,2013-01-16,4228,704,1,0,0,0,2013,1,16,16,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-16,1064,3,2013-01-16,7050,847,1,0,0,0,2013,1,16,16,2,a,c,420,,,
2013-01-17,39,4,2013-01-17,3310,478,1,0,0,0,2013,1,17,17,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-17,680,4,2013-01-17,3765,690,1,0,0,0,2013,1,17,17,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-17,1064,4,2013-01-17,6933,888,1,0,0,0,2013,1,17,17,2,a,c,420,,,
2013-01-18,39,5,2013-01-18,3212,490,1,0,0,0,2013,1,18,18,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-18,680,5,2013-01-18,4110,705,1,0,0,0,2013,1,18,18,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-18,1064,5,2013-01-18,7292,958,1,0,0,0,2013,1,18,18,2,a,c,420,,,
2013-01-19,39,6,2013-01-19,2540,369,1,0,0,0,2013,1,19,19,2,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-19,680,6,2013-01-19,6136,911,1,0,0,0,2013,1,19,19,2,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-19,1064,6,2013-01-19,7939,917,1,0,0,0,2013,1,19,19,2,a,c,420,,,
2013-01-20,39,7,2013-01-20,0,0,0,0,0,0,2013,1,20,20,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-20,680,7,2013-01-20,0,0,0,0,0,0,2013,1,20,20,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-20,1064,7,2013-01-20,0,0,0,0,0,0,2013,1,20,20,3,a,c,420,,,
2013-01-21,39,1,2013-01-21,7416,844,1,1,0,0,2013,1,21,21,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-21,680,1,2013-01-21,5128,800,1,1,0,0,2013,1,21,21,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-21,1064,1,2013-01-21,9936,1160,1,1,0,0,2013,1,21,21,3,a,c,420,,,
2013-01-22,39,2,2013-01-22,5198,685,1,1,0,0,2013,1,22,22,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-22,680,2,2013-01-22,5146,775,1,1,0,0,2013,1,22,22,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-22,1064,2,2013-01-22,10174,1150,1,1,0,0,2013,1,22,22,3,a,c,420,,,
2013-01-23,39,3,2013-01-23,4839,687,1,1,0,0,2013,1,23,23,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-23,680,3,2013-01-23,4827,756,1,1,0,0,2013,1,23,23,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-23,1064,3,2013-01-23,8659,1025,1,1,0,0,2013,1,23,23,3,a,c,420,,,
2013-01-24,39,4,2013-01-24,4331,598,1,1,0,0,2013,1,24,24,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-24,680,4,2013-01-24,4384,713,1,1,0,0,2013,1,24,24,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-24,1064,4,2013-01-24,9074,1011,1,1,0,0,2013,1,24,24,3,a,c,420,,,
2013-01-25,39,5,2013-01-25,3855,552,1,1,0,0,2013,1,25,25,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-25,680,5,2013-01-25,4712,779,1,1,0,0,2013,1,25,25,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-25,1064,5,2013-01-25,8344,1050,1,1,0,0,2013,1,25,25,3,a,c,420,,,
2013-01-26,39,6,2013-01-26,2278,356,1,0,0,0,2013,1,26,26,3,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-26,680,6,2013-01-26,6002,986,1,0,0,0,2013,1,26,26,3,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-26,1064,6,2013-01-26,7539,848,1,0,0,0,2013,1,26,26,3,a,c,420,,,
2013-01-27,39,7,2013-01-27,0,0,0,0,0,0,2013,1,27,27,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-27,680,7,2013-01-27,0,0,0,0,0,0,2013,1,27,27,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-27,1064,7,2013-01-27,0,0,0,0,0,0,2013,1,27,27,4,a,c,420,,,
2013-01-28,39,1,2013-01-28,3207,516,1,0,0,0,2013,1,28,28,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-28,680,1,2013-01-28,4267,749,1,0,0,0,2013,1,28,28,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-28,1064,1,2013-01-28,7617,991,1,0,0,0,2013,1,28,28,4,a,c,420,,,
2013-01-29,39,2,2013-01-29,2857,437,1,0,0,0,2013,1,29,29,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-29,680,2,2013-01-29,3601,686,1,0,0,0,2013,1,29,29,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-29,1064,2,2013-01-29,6661,807,1,0,0,0,2013,1,29,29,4,a,c,420,,,
2013-01-30,39,3,2013-01-30,3812,514,1,0,0,0,2013,1,30,30,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-30,680,3,2013-01-30,3570,664,1,0,0,0,2013,1,30,30,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-30,1064,3,2013-01-30,7675,968,1,0,0,0,2013,1,30,30,4,a,c,420,,,
2013-01-31,39,4,2013-01-31,4616,619,1,0,0,0,2013,1,31,31,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-31,680,4,2013-01-31,4836,822,1,0,0,0,2013,1,31,31,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-31,1064,4,2013-01-31,9963,1035,1,0,0,0,2013,1,31,31,4,a,c,420,,,
2013-01-02,39,5,2013-01-02,3685,535,1,0,0,0,2013,2,1,32,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-02,680,5,2013-01-02,5680,871,1,0,0,0,2013,2,1,32,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-02,1064,5,2013-01-02,8663,1038,1,0,0,0,2013,2,1,32,4,a,c,420,,,
2013-02-02,39,6,2013-02-02,2646,388,1,0,0,0,2013,2,2,33,4,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-02,680,6,2013-02-02,7086,1072,1,0,0,0,2013,2,2,33,4,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-02,1064,6,2013-02-02,8970,971,1,0,0,0,2013,2,2,33,4,a,c,420,,,
2013-03-02,39,7,2013-03-02,0,0,0,0,0,0,2013,2,3,34,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-03-02,680,7,2013-03-02,0,0,0,0,0,0,2013,2,3,34,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-03-02,1064,7,2013-03-02,0,0,0,0,0,0,2013,2,3,34,5,a,c,420,,,
2013-04-02,39,1,2013-04-02,7725,936,1,1,0,0,2013,2,4,35,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-04-02,680,1,2013-04-02,6277,918,1,1,0,0,2013,2,4,35,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-04-02,1064,1,2013-04-02,13820,1459,1,1,0,0,2013,2,4,35,5,a,c,420,,,
2013-05-02,39,2,2013-05-02,6290,786,1,1,0,0,2013,2,5,36,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-05-02,680,2,2013-05-02,5701,835,1,1,0,0,2013,2,5,36,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-05-02,1064,2,2013-05-02,11700,1267,1,1,0,0,2013,2,5,36,5,a,c,420,,,
2013-06-02,39,3,2013-06-02,4187,578,1,1,0,0,2013,2,6,37,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-02,680,3,2013-06-02,5156,771,1,1,0,0,2013,2,6,37,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-02,1064,3,2013-06-02,10548,1231,1,1,0,0,2013,2,6,37,5,a,c,420,,,
2013-07-02,39,4,2013-07-02,5012,696,1,1,0,0,2013,2,7,38,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-02,680,4,2013-07-02,4805,780,1,1,0,0,2013,2,7,38,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-02,1064,4,2013-07-02,8550,1029,1,1,0,0,2013,2,7,38,5,a,c,420,,,
2013-08-02,39,5,2013-08-02,4309,606,1,1,0,0,2013,2,8,39,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-02,680,5,2013-08-02,5301,830,1,1,0,0,2013,2,8,39,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-02,1064,5,2013-08-02,9005,1110,1,1,0,0,2013,2,8,39,5,a,c,420,,,
2013-09-02,39,6,2013-09-02,2513,396,1,0,0,0,2013,2,9,40,5,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-09-02,680,6,2013-09-02,6506,984,1,0,0,0,2013,2,9,40,5,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-09-02,1064,6,2013-09-02,8685,984,1,0,0,0,2013,2,9,40,5,a,c,420,,,
2013-10-02,39,7,2013-10-02,0,0,0,0,0,0,2013,2,10,41,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-10-02,680,7,2013-10-02,0,0,0,0,0,0,2013,2,10,41,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-10-02,1064,7,2013-10-02,0,0,0,0,0,0,2013,2,10,41,6,a,c,420,,,
2013-11-02,39,1,2013-11-02,2365,367,1,0,0,0,2013,2,11,42,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-11-02,680,1,2013-11-02,5319,839,1,0,0,0,2013,2,11,42,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-11-02,1064,1,2013-11-02,2996,421,1,0,0,0,2013,2,11,42,6,a,c,420,,,
2013-12-02,39,2,2013-12-02,3671,560,1,0,0,0,2013,2,12,43,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-12-02,680,2,2013-12-02,4276,749,1,0,0,0,2013,2,12,43,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-12-02,1064,2,2013-12-02,8211,1054,1,0,0,0,2013,2,12,43,6,a,c,420,,,
2013-02-13,39,3,2013-02-13,3929,585,1,0,0,0,2013,2,13,44,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-13,680,3,2013-02-13,4796,803,1,0,0,0,2013,2,13,44,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-13,1064,3,2013-02-13,7702,969,1,0,0,0,2013,2,13,44,6,a,c,420,,,
2013-02-14,39,4,2013-02-14,3573,519,1,0,0,0,2013,2,14,45,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-14,680,4,2013-02-14,5079,817,1,0,0,0,2013,2,14,45,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-14,1064,4,2013-02-14,7457,946,1,0,0,0,2013,2,14,45,6,a,c,420,,,
2013-02-15,39,5,2013-02-15,3253,484,1,0,0,0,2013,2,15,46,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-15,680,5,2013-02-15,4775,770,1,0,0,0,2013,2,15,46,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-15,1064,5,2013-02-15,7296,922,1,0,0,0,2013,2,15,46,6,a,c,420,,,
2013-02-16,39,6,2013-02-16,2443,369,1,0,0,0,2013,2,16,47,6,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-16,680,6,2013-02-16,5925,946,1,0,0,0,2013,2,16,47,6,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-16,1064,6,2013-02-16,8421,979,1,0,0,0,2013,2,16,47,6,a,c,420,,,
2013-02-17,39,7,2013-02-17,0,0,0,0,0,0,2013,2,17,48,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-17,680,7,2013-02-17,0,0,0,0,0,0,2013,2,17,48,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-17,1064,7,2013-02-17,0,0,0,0,0,0,2013,2,17,48,7,a,c,420,,,
2013-02-18,39,1,2013-02-18,7828,945,1,1,0,0,2013,2,18,49,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-18,680,1,2013-02-18,5574,840,1,1,0,0,2013,2,18,49,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-18,1064,1,2013-02-18,11993,1349,1,1,0,0,2013,2,18,49,7,a,c,420,,,
2013-02-19,39,2,2013-02-19,5521,677,1,1,0,0,2013,2,19,50,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-19,680,2,2013-02-19,4903,748,1,1,0,0,2013,2,19,50,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-19,1064,2,2013-02-19,9541,1094,1,1,0,0,2013,2,19,50,7,a,c,420,,,
2013-02-20,39,3,2013-02-20,5117,700,1,1,0,0,2013,2,20,51,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-20,680,3,2013-02-20,5021,747,1,1,0,0,2013,2,20,51,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-20,1064,3,2013-02-20,9742,1119,1,1,0,0,2013,2,20,51,7,a,c,420,,,
2013-02-21,39,4,2013-02-21,4796,619,1,1,0,0,2013,2,21,52,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-21,680,4,2013-02-21,4216,709,1,1,0,0,2013,2,21,52,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-21,1064,4,2013-02-21,8222,994,1,1,0,0,2013,2,21,52,7,a,c,420,,,
2013-02-22,39,5,2013-02-22,3693,550,1,1,0,0,2013,2,22,53,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-22,680,5,2013-02-22,5329,821,1,1,0,0,2013,2,22,53,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-22,1064,5,2013-02-22,9637,1141,1,1,0,0,2013,2,22,53,7,a,c,420,,,
2013-02-23,39,6,2013-02-23,2002,342,1,0,0,0,2013,2,23,54,7,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-23,680,6,2013-02-23,5820,893,1,0,0,0,2013,2,23,54,7,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-23,1064,6,2013-02-23,6907,820,1,0,0,0,2013,2,23,54,7,a,c,420,,,
2013-02-24,39,7,2013-02-24,0,0,0,0,0,0,2013,2,24,55,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-24,680,7,2013-02-24,0,0,0,0,0,0,2013,2,24,55,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-24,1064,7,2013-02-24,0,0,0,0,0,0,2013,2,24,55,8,a,c,420,,,
2013-02-25,39,1,2013-02-25,2930,473,1,0,0,0,2013,2,25,56,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-25,680,1,2013-02-25,3491,619,1,0,0,0,2013,2,25,56,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-25,1064,1,2013-02-25,7091,892,1,0,0,0,2013,2,25,56,8,a,c,420,,,
2013-02-26,39,2,2013-02-26,3405,512,1,0,0,0,2013,2,26,57,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-26,680,2,2013-02-26,3262,587,1,0,0,0,2013,2,26,57,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-26,1064,2,2013-02-26,7598,995,1,0,0,0,2013,2,26,57,8,a,c,420,,,
2013-02-27,39,3,2013-02-27,3418,522,1,0,0,0,2013,2,27,58,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-27,680,3,2013-02-27,4350,697,1,0,0,0,2013,2,27,58,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-27,1064,3,2013-02-27,7615,949,1,0,0,0,2013,2,27,58,8,a,c,420,,,
2013-02-28,39,4,2013-02-28,4511,621,1,0,0,0,2013,2,28,59,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-28,680,4,2013-02-28,5487,789,1,0,0,0,2013,2,28,59,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-28,1064,4,2013-02-28,9541,1118,1,0,0,0,2013,2,28,59,8,a,c,420,,,
2013-01-03,39,5,2013-01-03,3912,571,1,0,0,0,2013,3,1,60,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-01-03,680,5,2013-01-03,5618,871,1,0,0,0,2013,3,1,60,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-01-03,1064,5,2013-01-03,9320,1139,1,0,0,0,2013,3,1,60,8,a,c,420,,,
2013-02-03,39,6,2013-02-03,2853,472,1,0,0,0,2013,3,2,61,8,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-02-03,680,6,2013-02-03,6958,1096,1,0,0,0,2013,3,2,61,8,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-02-03,1064,6,2013-02-03,8804,980,1,0,0,0,2013,3,2,61,8,a,c,420,,,
2013-03-03,39,7,2013-03-03,0,0,0,0,0,0,2013,3,3,62,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-03-03,680,7,2013-03-03,0,0,0,0,0,0,2013,3,3,62,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-03-03,1064,7,2013-03-03,0,0,0,0,0,0,2013,3,3,62,9,a,c,420,,,
2013-04-03,39,1,2013-04-03,8379,1016,1,1,0,0,2013,3,4,63,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-04-03,680,1,2013-04-03,5957,878,1,1,0,0,2013,3,4,63,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-04-03,1064,1,2013-04-03,12968,1450,1,1,0,0,2013,3,4,63,9,a,c,420,,,
2013-05-03,39,2,2013-05-03,5331,734,1,1,0,0,2013,3,5,64,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-05-03,680,2,2013-05-03,5170,778,1,1,0,0,2013,3,5,64,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-05-03,1064,2,2013-05-03,10467,1173,1,1,0,0,2013,3,5,64,9,a,c,420,,,
2013-06-03,39,3,2013-06-03,4942,702,1,1,0,0,2013,3,6,65,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-06-03,680,3,2013-06-03,4657,778,1,1,0,0,2013,3,6,65,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-06-03,1064,3,2013-06-03,9245,1155,1,1,0,0,2013,3,6,65,9,a,c,420,,,
2013-07-03,39,4,2013-07-03,4632,667,1,1,0,0,2013,3,7,66,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-07-03,680,4,2013-07-03,5258,795,1,1,0,0,2013,3,7,66,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-07-03,1064,4,2013-07-03,9512,1188,1,1,0,0,2013,3,7,66,9,a,c,420,,,
2013-08-03,39,5,2013-08-03,4626,676,1,1,0,0,2013,3,8,67,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-08-03,680,5,2013-08-03,5431,852,1,1,0,0,2013,3,8,67,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-08-03,1064,5,2013-08-03,9520,1158,1,1,0,0,2013,3,8,67,9,a,c,420,,,
2013-09-03,39,6,2013-09-03,2272,351,1,0,0,0,2013,3,9,68,9,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-09-03,680,6,2013-09-03,6290,1026,1,0,0,0,2013,3,9,68,9,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-09-03,1064,6,2013-09-03,6759,812,1,0,0,0,2013,3,9,68,9,a,c,420,,,
2013-10-03,39,7,2013-10-03,0,0,0,0,0,0,2013,3,10,69,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-10-03,680,7,2013-10-03,0,0,0,0,0,0,2013,3,10,69,10,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-10-03,1064,7,2013-10-03,0,0,0,0,0,0,2013,3,10,69,10,a,c,420,,,
2013-11-03,39,1,2013-11-03,3623,533,1,0,0,0,2013,3,11,70,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-11-03,680,1,2013-11-03,4117,696,1,0,0,0,2013,3,11,70,10,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-11-03,1064,1,2013-11-03,6982,910,1,0,0,0,2013,3,11,70,10,a,c,420,,,
2013-12-03,39,2,2013-12-03,2483,395,1,0,0,0,2013,3,12,71,10,a,a,260,10.0,2006.0,"Feb,May,Aug,Nov"
2013-12-03,680,2,2013-12-03,3829,688,1,0,0,0,2013,3,12,71,10,c,a,170,,,"Mar,Jun,Sept,Dec"
2013-12-03,1064,2,2013-12-03,6335,800,1,0,0,0,2013,3,12,71,10,a,c,420,,,
